NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
CINE TVLANDIA MALL 04;5003316;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;167;4;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 05;5003323;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;167;4;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 06;5003322;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;159;5;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 07;5003321;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;147;4;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINE TVLANDIA MALL 08;5003320;03.868.869/0003-02;FECHADO;22/12/2013;03/05/2011;147;4;;;SIM;NÃO;SIM;CINEMAIS TVLANDIA MALL;19903;FECHADO;22/12/2013;WWW.CINEMAIS.COM.BR;AV. DJALMA BATISTA ;2100;SL. 213;PQ DEZ DE NOVEMBRO;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 1;5005554;03.868.869/0016-27;EM FUNCIONAMENTO;01/07/2021;09/06/2016;372;7;0;3;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 2;5005555;03.868.869/0016-27;EM FUNCIONAMENTO;01/07/2021;09/06/2016;315;6;0;3;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 3;5005556;03.868.869/0016-27;EM FUNCIONAMENTO;01/07/2021;09/06/2016;272;5;0;2;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 4;5005557;03.868.869/0016-27;FECHADO TEMPORARIAMENTE;17/01/2024;09/06/2016;104;4;0;1;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 5;5005558;03.868.869/0016-27;EM FUNCIONAMENTO;01/07/2021;09/06/2016;218;4;0;2;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 6;5005559;03.868.869/0016-27;EM FUNCIONAMENTO;17/01/2024;09/06/2016;163;4;0;1;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 7;5005560;03.868.869/0016-27;EM FUNCIONAMENTO;01/07/2021;09/06/2016;80;3;0;0;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA 8;5005561;03.868.869/0016-27;EM FUNCIONAMENTO;01/07/2021;09/06/2016;80;3;0;0;SIM;NÃO;SIM;CINEMAIS UBERABA;33110;EM FUNCIONAMENTO;01/07/2021;www.cinemais.com.br;AVENIDA SANTA BEATRIZ DA SILVA;1501;SUC 177;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS UBERABA SALA 01;5001027;03.007.270/0001-12;FECHADO;09/06/2016;11/02/1999;142;5;;;SIM;NÃO;SIM;CINEMAIS UBERABA;6607;FECHADO;09/06/2016;WWW.CINEMAIS.COM.BR;AV SANTA BEATRIZ, ;1501;LOJA 418 - SHOPPING CENTER UBERABA;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;EMPRESA CINEMAIS LTDA;3112;03.007.270/0001-12;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAIS UBERABA SALA 02;5001028;03.007.270/0001-12;FECHADO;09/06/2016;11/02/1999;142;5;;;SIM;NÃO;SIM;CINEMAIS UBERABA;6607;FECHADO;09/06/2016;WWW.CINEMAIS.COM.BR;AV SANTA BEATRIZ, ;1501;LOJA 418 - SHOPPING CENTER UBERABA;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;EMPRESA CINEMAIS LTDA;3112;03.007.270/0001-12;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAIS UBERABA SALA 03;5001029;03.007.270/0001-12;FECHADO;09/06/2016;11/02/1999;257;8;;;SIM;NÃO;SIM;CINEMAIS UBERABA;6607;FECHADO;09/06/2016;WWW.CINEMAIS.COM.BR;AV SANTA BEATRIZ, ;1501;LOJA 418 - SHOPPING CENTER UBERABA;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;EMPRESA CINEMAIS LTDA;3112;03.007.270/0001-12;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAIS UBERABA SALA 04;5001654;03.007.270/0001-12;FECHADO;09/06/2016;11/02/1999;257;8;;;SIM;NÃO;SIM;CINEMAIS UBERABA;6607;FECHADO;09/06/2016;WWW.CINEMAIS.COM.BR;AV SANTA BEATRIZ, ;1501;LOJA 418 - SHOPPING CENTER UBERABA;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;EMPRESA CINEMAIS LTDA;3112;03.007.270/0001-12;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAIS UBERABA SALA 05;5001655;03.007.270/0001-12;FECHADO;09/06/2016;11/02/1999;142;5;;;SIM;NÃO;SIM;CINEMAIS UBERABA;6607;FECHADO;09/06/2016;WWW.CINEMAIS.COM.BR;AV SANTA BEATRIZ, ;1501;LOJA 418 - SHOPPING CENTER UBERABA;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;EMPRESA CINEMAIS LTDA;3112;03.007.270/0001-12;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAIS UBERABA SALA 06;5001656;03.007.270/0001-12;FECHADO;09/06/2016;11/02/1999;142;5;;;SIM;NÃO;SIM;CINEMAIS UBERABA;6607;FECHADO;09/06/2016;WWW.CINEMAIS.COM.BR;AV SANTA BEATRIZ, ;1501;LOJA 418 - SHOPPING CENTER UBERABA;SÃO BENEDITO;UBERABA;38020-433;MG;NÃO;COMERCIAL;EMPRESA CINEMAIS LTDA;3112;03.007.270/0001-12;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMANIA;5006016;29.229.421/0001-70;EM FUNCIONAMENTO;15/10/2020;13/04/2018;236;4;0;2;SIM;NÃO;SIM;CINEMANIA;39424;EM FUNCIONAMENTO;15/10/2020;;Rua Campinas;951;;Vila Fontana;COSMÓPOLIS;13150-000;SP;NÃO;COMERCIAL;ALMEIDA E NASR CINEMATOGRAFICA LTDA ME;39423;29.229.421/0001-70;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
PA CINESHOPPING;5001775;03.818.831/0001-63;FECHADO;24/07/2012;17/05/2000;220;;;;NÃO;NÃO;NÃO;CINEMANIACA EXIBIDORA DE FILMES CINEMATOGRÁFICOS LTDA-ME;6620;FECHADO;24/07/2012;HTTP://WWW.PACINEMA.COM;RUA CORONEL OCTAVIO MEYER, 160;;4º PISO ;CENTRO;POUSO ALEGRE;37550-000;MG;NÃO;COMERCIAL;CINEMANIACA EXIBIDORA DE FILMES CINEMATOGRÁFICOS LTDA-ME;5649;03.818.831/0001-63;IRREGULAR;CINEMINAS
CINEMAR SALA AZUL;5002683;10.717.497/0001-17;EM FUNCIONAMENTO;05/09/2021;26/03/2009;179;2;2;4;SIM;NÃO;SIM;CINEMAR;16227;EM FUNCIONAMENTO;05/09/2021;;AV. PRESIDENTE KENNEDY ;126;PAVMTOSUPERIOR;PRAIA DOS SONHOS;ITANHAÉM;11740-000;SP;NÃO;COMERCIAL;CINE MENDES EXIBIDORA LTDA;16226;10.717.497/0001-17;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAR SALA VERMELHA;5002684;10.717.497/0001-17;EM FUNCIONAMENTO;05/09/2021;26/03/2009;188;2;2;3;SIM;NÃO;SIM;CINEMAR;16227;EM FUNCIONAMENTO;05/09/2021;;AV. PRESIDENTE KENNEDY ;126;PAVMTOSUPERIOR;PRAIA DOS SONHOS;ITANHAÉM;11740-000;SP;NÃO;COMERCIAL;CINE MENDES EXIBIDORA LTDA;16226;10.717.497/0001-17;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
LITORAL PLAZA 1;5000343;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;310;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 2;5000344;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;310;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 3;5000345;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;161;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 4;5000346;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;159;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 5;5000347;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;160;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 6;5000348;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;146;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 7;5002554;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;0;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
LITORAL PLAZA 8;5000349;00.779.721/0011-13;FECHADO;01/03/2009;24/12/1998;189;;;;NÃO;NÃO;NÃO;CINEMARK BRASIL S.A;2542;FECHADO;28/07/2009;HTTP://WWW.CINEMARK.COM.BR;AV. AYRTON SENNA DA SILVA, 1.511;;ÂNCORA E;BOQUEIRÃO;PRAIA GRANDE;11726-000;SP;NÃO;COMERCIAL;CINEMARK BRASIL S.A;1843;00.779.721/0001-41;REGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 01;5002203;07.421.089/0002-90;FECHADO;01/06/2018;20/12/2013;368;6;4;4;NÃO;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 02;5002204;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;132;4;1;1;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 03;5002375;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;170;4;1;1;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 04;5002376;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;170;4;1;1;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 05;5002377;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;170;4;1;1;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 06;5002378;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;170;4;1;1;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 07;5002379;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;242;6;3;3;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK FLAMBOYANT SALA 08;5002380;07.421.089/0002-90;FECHADO;01/06/2018;16/03/2007;322;6;4;4;SIM;NÃO;SIM;CINEMARK FLAMBOYANT;13479;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AV JAMEL CECÍLIO ;3300;LUC T - 120;JARDIM GOIÁS;GOIÂNIA;74810-907;GO;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK SHOPPING IGUATEMI SP SALA 01;5001680;07.421.089/0001-09;FECHADO;01/06/2018;19/05/2005;266;6;3;3;SIM;NÃO;SIM;CINEMARK SHOPPING IGUATEMI SP;6689;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AVENIDA BRIGADEIRO FARIA LIMA;2232;LOJA GR-08, PISO 8 DO SHOPPING CENTER IGUATEMI;JARDIM PAULISTANO;SÃO PAULO;01489-900;SP;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK SHOPPING IGUATEMI SP SALA 02;5001681;07.421.089/0001-09;FECHADO;01/06/2018;19/05/2005;129;3;1;2;SIM;NÃO;SIM;CINEMARK SHOPPING IGUATEMI SP;6689;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AVENIDA BRIGADEIRO FARIA LIMA;2232;LOJA GR-08, PISO 8 DO SHOPPING CENTER IGUATEMI;JARDIM PAULISTANO;SÃO PAULO;01489-900;SP;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK SHOPPING IGUATEMI SP SALA 03;5001682;07.421.089/0001-09;FECHADO;01/06/2018;15/05/2005;131;3;1;2;SIM;NÃO;SIM;CINEMARK SHOPPING IGUATEMI SP;6689;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AVENIDA BRIGADEIRO FARIA LIMA;2232;LOJA GR-08, PISO 8 DO SHOPPING CENTER IGUATEMI;JARDIM PAULISTANO;SÃO PAULO;01489-900;SP;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK SHOPPING IGUATEMI SP SALA 04;5001683;07.421.089/0001-09;FECHADO;01/06/2018;19/05/2005;140;3;1;2;SIM;NÃO;SIM;CINEMARK SHOPPING IGUATEMI SP;6689;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AVENIDA BRIGADEIRO FARIA LIMA;2232;LOJA GR-08, PISO 8 DO SHOPPING CENTER IGUATEMI;JARDIM PAULISTANO;SÃO PAULO;01489-900;SP;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK SHOPPING IGUATEMI SP SALA 05;5001684;07.421.089/0001-09;FECHADO;01/06/2018;19/05/2005;140;3;1;2;SIM;NÃO;SIM;CINEMARK SHOPPING IGUATEMI SP;6689;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AVENIDA BRIGADEIRO FARIA LIMA;2232;LOJA GR-08, PISO 8 DO SHOPPING CENTER IGUATEMI;JARDIM PAULISTANO;SÃO PAULO;01489-900;SP;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CINEMARK SHOPPING IGUATEMI SP SALA 06;5001685;07.421.089/0001-09;FECHADO;01/06/2018;21/10/2005;172;4;1;2;SIM;NÃO;SIM;CINEMARK SHOPPING IGUATEMI SP;6689;FECHADO;01/06/2018;WWW.CINEMARK.COM.BR;AVENIDA BRIGADEIRO FARIA LIMA;2232;LOJA GR-08, PISO 8 DO SHOPPING CENTER IGUATEMI;JARDIM PAULISTANO;SÃO PAULO;01489-900;SP;NÃO;COMERCIAL;CINESTAR CINEMAS LTDA (BAIXADA);5422;07.421.089/0001-09;IRREGULAR;CINEMARK
CENTERPLEX BARRETOS 01;5003019;10.785.710/0004-70;EM FUNCIONAMENTO;29/04/2021;18/03/2011;214;8;8;12;SIM;NÃO;SIM;CINEMAS BARRETOS;18414;EM FUNCIONAMENTO;29/04/2021;;VIA CONSELHEIRO ANTONIO PRADO ;1400;;PEDRO CAVALINI;BARRETOS;14784-200;SP;NÃO;COMERCIAL;EMPRESA DE CINEMAS FORTALEZA LTDA;16321;10.785.710/0001-28;REGULAR;CENTERPLEX
CENTERPLEX BARRETOS 02;5003021;10.785.710/0004-70;EM FUNCIONAMENTO;01/07/2021;18/03/2011;214;4;8;8;SIM;NÃO;SIM;CINEMAS BARRETOS;18414;EM FUNCIONAMENTO;29/04/2021;;VIA CONSELHEIRO ANTONIO PRADO ;1400;;PEDRO CAVALINI;BARRETOS;14784-200;SP;NÃO;COMERCIAL;EMPRESA DE CINEMAS FORTALEZA LTDA;16321;10.785.710/0001-28;REGULAR;CENTERPLEX
CENTERPLEX BARRETOS 03;5003020;10.785.710/0004-70;EM FUNCIONAMENTO;29/04/2021;18/03/2011;227;4;8;8;SIM;NÃO;SIM;CINEMAS BARRETOS;18414;EM FUNCIONAMENTO;29/04/2021;;VIA CONSELHEIRO ANTONIO PRADO ;1400;;PEDRO CAVALINI;BARRETOS;14784-200;SP;NÃO;COMERCIAL;EMPRESA DE CINEMAS FORTALEZA LTDA;16321;10.785.710/0001-28;REGULAR;CENTERPLEX
CENTERPLEX BARRETOS CINE DRIVE-IN;5006555;10.785.710/0004-70;FECHADO;06/07/2020;11/06/2020;60;0;0;0;NÃO;NÃO;NÃO;CINEMAS BARRETOS;18414;EM FUNCIONAMENTO;29/04/2021;;VIA CONSELHEIRO ANTONIO PRADO ;1400;;PEDRO CAVALINI;BARRETOS;14784-200;SP;NÃO;COMERCIAL;EMPRESA DE CINEMAS FORTALEZA LTDA;16321;10.785.710/0001-28;REGULAR;CENTERPLEX
BELAS ARTES DRIVE-IN;5006556;08.599.959/0001-05;FECHADO;15/09/2021;16/06/2020;100;0;0;0;SIM;NÃO;SIM;CINEMAS BELAS ARTES CONSOLAÇÃO;26953;FECHADO;15/09/2021;;RUA DA CONSOLAÇÃO ;2423;;CONSOLAÇÃO ;SÃO PAULO;01301-100;SP;NÃO;COMERCIAL;CINEMAS BELAS ARTES LTDA - EPP;12439;08.599.959/0001-05;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA 1 VILLA LOBOS;5004598;08.599.959/0001-05;FECHADO;26/08/2021;28/06/2014;295;5;0;4;SIM;NÃO;SIM;CINEMAS BELAS ARTES CONSOLAÇÃO;26953;FECHADO;15/09/2021;;RUA DA CONSOLAÇÃO ;2423;;CONSOLAÇÃO ;SÃO PAULO;01301-100;SP;NÃO;COMERCIAL;CINEMAS BELAS ARTES LTDA - EPP;12439;08.599.959/0001-05;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA 2 LEON CAKOFF;5004599;08.599.959/0001-05;FECHADO;26/08/2021;28/06/2014;274;6;0;4;SIM;NÃO;SIM;CINEMAS BELAS ARTES CONSOLAÇÃO;26953;FECHADO;15/09/2021;;RUA DA CONSOLAÇÃO ;2423;;CONSOLAÇÃO ;SÃO PAULO;01301-100;SP;NÃO;COMERCIAL;CINEMAS BELAS ARTES LTDA - EPP;12439;08.599.959/0001-05;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA 3 RUBENS EWALD FILHO;5004600;08.599.959/0001-05;FECHADO;26/08/2021;28/06/2014;135;3;0;2;SIM;NÃO;SIM;CINEMAS BELAS ARTES CONSOLAÇÃO;26953;FECHADO;15/09/2021;;RUA DA CONSOLAÇÃO ;2423;;CONSOLAÇÃO ;SÃO PAULO;01301-100;SP;NÃO;COMERCIAL;CINEMAS BELAS ARTES LTDA - EPP;12439;08.599.959/0001-05;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
