NOME_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,SITUACAO_EXIBIDOR
KINOPLEX PARKSHOPPING 4,EM FUNCIONAMENTO,15/04/2021,262.0,4.0,1.0,1.0,SIM,NÃO,SIM,BRASÍLIA,71219-000,DF,REGULAR
KINOPLEX PARKSHOPPING 5,EM FUNCIONAMENTO,29/04/2021,206.0,4.0,1.0,1.0,SIM,NÃO,SIM,BRASÍLIA,71219-000,DF,REGULAR
KINOPLEX PARKSHOPPING 6,EM FUNCIONAMENTO,15/04/2021,65.0,2.0,1.0,1.0,SIM,NÃO,SIM,BRASÍLIA,71219-000,DF,REGULAR
KINOPLEX PARKSHOPPING 7,EM FUNCIONAMENTO,21/04/2021,55.0,2.0,1.0,1.0,SIM,NÃO,SIM,BRASÍLIA,71219-000,DF,REGULAR
KINOPLEX PARKSHOPPING 8,EM FUNCIONAMENTO,20/05/2021,173.0,4.0,1.0,1.0,SIM,NÃO,SIM,BRASÍLIA,71219-000,DF,REGULAR
KINOPLEX PARKSHOPPING 9,EM FUNCIONAMENTO,20/05/2021,165.0,4.0,1.0,1.0,SIM,NÃO,SIM,BRASÍLIA,71219-000,DF,REGULAR
KINOPLEX PARQUE DA CIDADE 01,EM FUNCIONAMENTO,24/04/2021,185.0,4.0,4.0,4.0,SIM,NÃO,SIM,SÃO PAULO,04794-000,SP,REGULAR
KINOPLEX PARQUE DA CIDADE 02,EM FUNCIONAMENTO,05/01/2023,105.0,3.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04794-000,SP,REGULAR
KINOPLEX PARQUE DA CIDADE 03,EM FUNCIONAMENTO,24/04/2021,107.0,3.0,3.0,3.0,SIM,NÃO,SIM,SÃO PAULO,04794-000,SP,REGULAR
KINOPLEX PARQUE DA CIDADE 04,EM FUNCIONAMENTO,24/04/2021,64.0,2.0,2.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04794-000,SP,REGULAR
KINOPLEX PARQUE DA CIDADE 05,EM FUNCIONAMENTO,24/04/2021,63.0,2.0,2.0,2.0,SIM,NÃO,SIM,SÃO PAULO,04794-000,SP,REGULAR
KINOPLEX PRAIA DA COSTA SALA 01,EM FUNCIONAMENTO,15/12/2021,354.0,2.0,1.0,4.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX PRAIA DA COSTA SALA 02,EM FUNCIONAMENTO,15/12/2021,64.0,3.0,1.0,2.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX PRAIA DA COSTA SALA 03,EM FUNCIONAMENTO,15/12/2021,83.0,3.0,1.0,3.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX PRAIA DA COSTA SALA 04,EM FUNCIONAMENTO,15/12/2021,229.0,2.0,1.0,3.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX PRAIA DA COSTA SALA 05,EM FUNCIONAMENTO,27/04/2023,173.0,2.0,1.0,2.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX PRAIA DA COSTA SALA 06,EM FUNCIONAMENTO,27/04/2023,168.0,2.0,1.0,2.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX PRAIA DA COSTA SALA 07,EM FUNCIONAMENTO,15/12/2021,355.0,2.0,1.0,4.0,SIM,NÃO,SIM,VILA VELHA,29100-450,ES,REGULAR
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01,EM FUNCIONAMENTO,09/04/2021,157.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22290-070,RJ,REGULAR
KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 02,EM FUNCIONAMENTO,09/04/2021,197.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22290-070,RJ,REGULAR
KINOPLEX RIO SUL - SALA PLATINUM 03,EM FUNCIONAMENTO,09/04/2021,112.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22290-070,RJ,REGULAR
KINOPLEX RIO SUL - SALA PLATINUM 04,EM FUNCIONAMENTO,09/04/2021,101.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22290-070,RJ,REGULAR
KINOPLEX RIO SUL - SALA PLATINUM 05,EM FUNCIONAMENTO,09/04/2021,105.0,3.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22290-070,RJ,REGULAR
KINOPLEX RIO SUL - SALA PLATINUM 06,EM FUNCIONAMENTO,09/04/2021,101.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22290-070,RJ,REGULAR
SÃO LUIZ 1,EM FUNCIONAMENTO,15/04/2021,144.0,3.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22220-001,RJ,REGULAR
SÃO LUIZ 2,EM FUNCIONAMENTO,15/04/2021,262.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22220-001,RJ,REGULAR
SÃO LUIZ 3,EM FUNCIONAMENTO,15/04/2021,271.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22220-001,RJ,REGULAR
SÃO LUIZ 4,EM FUNCIONAMENTO,15/04/2021,152.0,3.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22220-001,RJ,REGULAR
KINOPLEX TIJUCA SALA 01,EM FUNCIONAMENTO,09/04/2021,340.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,20530-230,RJ,REGULAR
KINOPLEX TIJUCA SALA 02,EM FUNCIONAMENTO,09/04/2021,266.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,20530-230,RJ,REGULAR
KINOPLEX TIJUCA SALA 03,EM FUNCIONAMENTO,09/04/2021,199.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,20530-230,RJ,REGULAR
KINOPLEX TIJUCA SALA 04,EM FUNCIONAMENTO,09/04/2021,199.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,20530-230,RJ,REGULAR
KINOPLEX TIJUCA SALA 05,EM FUNCIONAMENTO,09/04/2021,266.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,20530-230,RJ,REGULAR
KINOPLEX TIJUCA SALA 06,EM FUNCIONAMENTO,09/04/2021,409.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,20530-230,RJ,REGULAR
KINOPLEX UBERABA SALA 02,EM FUNCIONAMENTO,01/07/2021,245.0,5.0,5.0,3.0,SIM,NÃO,SIM,UBERABA,38060-000,MG,REGULAR
KINOPLEX UBERABA SALA 03,EM FUNCIONAMENTO,01/07/2021,301.0,6.0,5.0,3.0,SIM,NÃO,SIM,UBERABA,38060-000,MG,REGULAR
KINOPLEX UBERABA SALA 04 VIP,EM FUNCIONAMENTO,01/07/2021,99.0,3.0,1.0,1.0,SIM,NÃO,SIM,UBERABA,38060-000,MG,REGULAR
KINOPLEX UBERABA SALA 05 VIP,EM FUNCIONAMENTO,01/07/2021,68.0,3.0,1.0,1.0,SIM,NÃO,SIM,UBERABA,38060-000,MG,REGULAR
KINOPLEX UBERABA SALA 06,EM FUNCIONAMENTO,01/07/2021,268.0,6.0,5.0,3.0,SIM,NÃO,SIM,UBERABA,38060-000,MG,REGULAR
KINOPLEX VIA PARQUE 1,EM FUNCIONAMENTO,09/04/2021,207.0,4.0,1.0,2.0,SIM,NÃO,SIM,RIO DE JANEIRO,22775-002,RJ,REGULAR
KINOPLEX VIA PARQUE 2,EM FUNCIONAMENTO,09/04/2021,281.0,6.0,1.0,3.0,SIM,NÃO,SIM,RIO DE JANEIRO,22775-002,RJ,REGULAR
KINOPLEX VIA PARQUE 3,EM FUNCIONAMENTO,09/04/2021,373.0,8.0,1.0,4.0,SIM,NÃO,SIM,RIO DE JANEIRO,22775-002,RJ,REGULAR
KINOPLEX VIA PARQUE 4- KINOEVOLUTION,EM FUNCIONAMENTO,09/04/2021,404.0,8.0,1.0,4.0,SIM,NÃO,SIM,RIO DE JANEIRO,22775-002,RJ,REGULAR
KINOPLEX VIA PARQUE 5,EM FUNCIONAMENTO,09/04/2021,102.0,3.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22775-002,RJ,REGULAR
KINOPLEX VIA PARQUE 6,EM FUNCIONAMENTO,09/04/2021,79.0,3.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,22775-002,RJ,REGULAR
KINOPLEX VILA OLÍMPIA 01,EM FUNCIONAMENTO,23/08/2024,128.0,3.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX VILA OLÍMPIA 02,EM FUNCIONAMENTO,24/04/2021,128.0,3.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX VILA OLÍMPIA 03,EM FUNCIONAMENTO,24/04/2021,147.0,3.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX VILA OLÍMPIA 04,EM FUNCIONAMENTO,24/04/2021,178.0,4.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX VILA OLÍMPIA 05,EM FUNCIONAMENTO,24/04/2021,191.0,4.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX VILA OLÍMPIA 06,EM FUNCIONAMENTO,24/04/2021,100.0,2.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX VILA OLÍMPIA 07,EM FUNCIONAMENTO,24/04/2021,100.0,2.0,0.0,0.0,SIM,NÃO,SIM,SÃO PAULO,04551-000,SP,REGULAR
KINOPLEX WEST SHOPPING RIO 01,EM FUNCIONAMENTO,09/04/2021,224.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,23087-284,RJ,REGULAR
KINOPLEX WEST SHOPPING RIO 02,EM FUNCIONAMENTO,06/05/2021,221.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,23087-284,RJ,REGULAR
KINOPLEX WEST SHOPPING RIO 03,EM FUNCIONAMENTO,29/04/2021,203.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,23087-284,RJ,REGULAR
KINOPLEX WEST SHOPPING RIO 04,EM FUNCIONAMENTO,13/05/2021,134.0,2.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,23087-284,RJ,REGULAR
KINOPLEX WEST SHOPPING RIO 05,EM FUNCIONAMENTO,29/04/2021,286.0,4.0,1.0,1.0,SIM,NÃO,SIM,RIO DE JANEIRO,23087-284,RJ,REGULAR
LÚMINE CAMPOS NOVOS,EM FUNCIONAMENTO,29/04/2021,160.0,2.0,2.0,4.0,SIM,NÃO,SIM,CAMPOS NOVOS,89620-000,SC,REGULAR
M M CHAINÇA COLOMBO - SALA 01,EM FUNCIONAMENTO,10/07/2021,184.0,2.0,0.0,2.0,SIM,NÃO,SIM,COLOMBO,83405-030,PR,REGULAR
M M CHAINÇA COLOMBO - SALA 02,EM FUNCIONAMENTO,10/07/2021,190.0,2.0,0.0,2.0,SIM,NÃO,SIM,COLOMBO,83405-030,PR,REGULAR
M. M. CHAINÇA PIRASSUNUNGA SALA 01,EM FUNCIONAMENTO,24/06/2021,187.0,2.0,0.0,0.0,NÃO,NÃO,SIM,PIRASSUNUNGA,13630-272,SP,REGULAR
M. M. CHAINÇA PIRASSUNUNGA SALA 02,EM FUNCIONAMENTO,24/06/2021,237.0,1.0,0.0,2.0,SIM,NÃO,SIM,PIRASSUNUNGA,13630-272,SP,REGULAR
CINE PLAZA ASSIS,EM FUNCIONAMENTO,24/06/2021,148.0,2.0,0.0,0.0,SIM,NÃO,SIM,ASSIS,19814-000,SP,REGULAR
CINE ITAPEVA,EM FUNCIONAMENTO,24/06/2021,228.0,2.0,0.0,0.0,SIM,NÃO,SIM,ITAPEVA,18407-110,SP,REGULAR
CINE CENTER JABOTICABAL,EM FUNCIONAMENTO,05/08/2021,148.0,2.0,0.0,0.0,SIM,NÃO,SIM,JABOTICABAL,14870-515,SP,REGULAR
CINE CENTER LINS,EM FUNCIONAMENTO,24/06/2021,293.0,0.0,0.0,0.0,SIM,NÃO,SIM,LINS,16400-075,SP,REGULAR
CATUAI MARINGÁ 01,EM FUNCIONAMENTO,29/04/2021,357.0,7.0,0.0,6.0,SIM,NÃO,SIM,MARINGÁ,87070-000,PR,REGULAR
CATUAI MARINGÁ 02,EM FUNCIONAMENTO,29/04/2021,355.0,7.0,0.0,5.0,SIM,NÃO,SIM,MARINGÁ,87070-000,PR,REGULAR
CATUAI MARINGÁ 03,EM FUNCIONAMENTO,29/04/2021,375.0,6.0,0.0,6.0,SIM,NÃO,SIM,MARINGÁ,87070-000,PR,REGULAR
CATUAI MARINGÁ 04,EM FUNCIONAMENTO,29/04/2021,107.0,2.0,0.0,0.0,NÃO,NÃO,SIM,MARINGÁ,87070-000,PR,REGULAR
CATUAI MARINGÁ 05,EM FUNCIONAMENTO,20/03/2022,221.0,4.0,0.0,4.0,SIM,NÃO,SIM,MARINGÁ,87070-000,PR,REGULAR
AVENIDA CENTER I,EM FUNCIONAMENTO,29/04/2021,224.0,6.0,0.0,0.0,NÃO,NÃO,SIM,MARINGÁ,87013-040,PR,REGULAR
AVENIDA CENTER II,EM FUNCIONAMENTO,29/04/2021,229.0,6.0,0.0,0.0,NÃO,NÃO,SIM,MARINGÁ,87013-040,PR,REGULAR
AVENIDA CENTER III,EM FUNCIONAMENTO,31/03/2022,172.0,4.0,0.0,0.0,NÃO,NÃO,SIM,MARINGÁ,87013-040,PR,REGULAR
AVENIDA CENTER IV,EM FUNCIONAMENTO,29/04/2021,93.0,3.0,0.0,0.0,NÃO,NÃO,SIM,MARINGÁ,87013-040,PR,REGULAR
MATILHA CULTURAL,EM FUNCIONAMENTO,05/04/2009,68.0,3.0,,,SIM,NÃO,SIM,SÃO PAULO,01220-010,SP,REGULAR
SALA MAXICINE,EM FUNCIONAMENTO,31/08/2023,197.0,4.0,0.0,4.0,SIM,NÃO,SIM,SANTIAGO,97700-000,RS,REGULAR
MEQE CINE,EM FUNCIONAMENTO,24/06/2021,200.0,2.0,1.0,2.0,SIM,NÃO,SIM,TUPÃ,17601-430,SP,REGULAR
MOBI CINE ARAGUAINA SALA 01,EM FUNCIONAMENTO,17/10/2020,134.0,2.0,2.0,2.0,SIM,NÃO,SIM,ARAGUAÍNA,77817-805,TO,REGULAR
MOBI CINE ARAGUAINA SALA 02,EM FUNCIONAMENTO,14/01/2022,121.0,2.0,1.0,1.0,SIM,NÃO,SIM,ARAGUAÍNA,77817-805,TO,REGULAR
MOBI CINE ARAGUAINA SALA 03,EM FUNCIONAMENTO,17/10/2020,128.0,2.0,2.0,4.0,NÃO,NÃO,SIM,ARAGUAÍNA,77817-805,TO,REGULAR
MOBI CINE ARAGUAINA SALA 04,EM FUNCIONAMENTO,14/01/2022,40.0,1.0,1.0,1.0,NÃO,NÃO,SIM,ARAGUAÍNA,77817-805,TO,REGULAR
SALA MOBI CINE ACAILÂNDIA 01,EM FUNCIONAMENTO,18/05/2023,128.0,2.0,2.0,2.0,SIM,SIM,NÃO,AÇAILÂNDIA,65930-000,MA,REGULAR
SALA MOBI CINE ACAILÂNDIA 02,EM FUNCIONAMENTO,18/05/2023,138.0,2.0,2.0,2.0,SIM,SIM,NÃO,AÇAILÂNDIA,65930-000,MA,REGULAR
GOIANESIA 01,EM FUNCIONAMENTO,11/09/2020,118.0,4.0,4.0,2.0,SIM,NÃO,SIM,GOIANÉSIA,76380-037,GO,REGULAR
GOIANESIA 02,EM FUNCIONAMENTO,11/09/2020,118.0,4.0,2.0,2.0,SIM,NÃO,SIM,GOIANÉSIA,76380-037,GO,REGULAR
MOBI CINE GURUP 01,EM FUNCIONAMENTO,18/01/2021,145.0,2.0,2.0,2.0,SIM,NÃO,SIM,GURUPI,77410-020,TO,REGULAR
MOBI CINE GURUP 03,EM FUNCIONAMENTO,18/01/2021,103.0,2.0,2.0,2.0,SIM,NÃO,SIM,GURUPI,77410-020,TO,REGULAR
MOBI CINE GURUPI 02,EM FUNCIONAMENTO,18/01/2021,125.0,2.0,2.0,2.0,SIM,NÃO,SIM,GURUPI,77410-020,TO,REGULAR
MOBI CINE PARACATU SALA 01,EM FUNCIONAMENTO,22/10/2020,114.0,4.0,3.0,3.0,SIM,NÃO,SIM,PARACATU,38600-000,MG,REGULAR
MOBI CINE PARACATU SALA 02,EM FUNCIONAMENTO,22/10/2020,117.0,4.0,3.0,3.0,NÃO,NÃO,SIM,PARACATU,38600-000,MG,REGULAR
MOBI CINE PARACATU SALA 03,EM FUNCIONAMENTO,22/10/2020,94.0,4.0,3.0,3.0,NÃO,NÃO,SIM,PARACATU,38600-000,MG,REGULAR
MOBI CINE PARAGOMINAS - SALA 01,EM FUNCIONAMENTO,24/06/2021,96.0,2.0,0.0,4.0,NÃO,NÃO,SIM,PARAGOMINAS,68625-230,PA,REGULAR
MOBI CINE PARAGOMINAS - SALA 02,EM FUNCIONAMENTO,01/01/2022,94.0,2.0,0.0,4.0,NÃO,NÃO,SIM,PARAGOMINAS,68625-230,PA,REGULAR
MOBI CINE REDENÇÃO SALA 1,EM FUNCIONAMENTO,05/09/2020,112.0,4.0,4.0,4.0,NÃO,NÃO,SIM,REDENÇÃO,68553-220,PA,REGULAR
MOBI CINE REDENÇÃO SALA 2,EM FUNCIONAMENTO,05/09/2020,111.0,4.0,4.0,4.0,NÃO,NÃO,SIM,REDENÇÃO,68553-220,PA,REGULAR
MOBI CINE REDENÇÃO SALA 3,EM FUNCIONAMENTO,01/06/2022,99.0,4.0,4.0,4.0,NÃO,NÃO,SIM,REDENÇÃO,68553-220,PA,REGULAR
MOBI CINE SENADOR 01,EM FUNCIONAMENTO,12/07/2023,150.0,2.0,2.0,2.0,SIM,SIM,NÃO,SENADOR CANEDO,75261-142,GO,REGULAR
MOBI CINE SENADOR 02,EM FUNCIONAMENTO,12/07/2023,150.0,2.0,2.0,2.0,SIM,SIM,NÃO,SENADOR CANEDO,75261-142,GO,REGULAR
SALA ERECHIM,EM FUNCIONAMENTO,25/09/2022,193.0,4.0,1.0,2.0,SIM,NÃO,SIM,ERECHIM,99700-000,RS,REGULAR
SALA 01 BENTO GONÇALVES,EM FUNCIONAMENTO,16/10/2021,107.0,2.0,1.0,1.0,SIM,NÃO,SIM,BENTO GONÇALVES,95700-000,RS,REGULAR
SALA 02 BENTO GONÇALVES,EM FUNCIONAMENTO,03/06/2021,116.0,4.0,1.0,2.0,SIM,NÃO,SIM,BENTO GONÇALVES,95700-000,RS,REGULAR
MOVIE ARTE NOVA PRATA,EM FUNCIONAMENTO,14/09/2022,135.0,3.0,3.0,2.0,NÃO,NÃO,SIM,NOVA PRATA,95320-000,RS,REGULAR
CINE MARCOPOLO SALA 01,EM FUNCIONAMENTO,08/10/2022,234.0,2.0,1.0,2.0,SIM,NÃO,SIM,BENTO GONÇALVES,95700-160,RS,REGULAR
CINE MARCOPOLO SALA 02,EM FUNCIONAMENTO,08/10/2022,106.0,1.0,1.0,1.0,SIM,NÃO,SIM,BENTO GONÇALVES,95700-160,RS,REGULAR
CINE MARCOPOLO SALA 03,EM FUNCIONAMENTO,08/10/2022,105.0,1.0,2.0,2.0,SIM,NÃO,SIM,BENTO GONÇALVES,95700-160,RS,REGULAR
MOVIECOM BOAVISTA 1,EM FUNCIONAMENTO,29/04/2021,170.0,4.0,0.0,2.0,NÃO,NÃO,SIM,SÃO PAULO,04747-030,SP,REGULAR
MOVIECOM BOAVISTA 2,EM FUNCIONAMENTO,29/04/2021,305.0,4.0,0.0,4.0,NÃO,NÃO,SIM,SÃO PAULO,04747-030,SP,REGULAR
MOVIECOM BOAVISTA 3,EM FUNCIONAMENTO,29/04/2021,105.0,2.0,0.0,2.0,NÃO,NÃO,NÃO,SÃO PAULO,04747-030,SP,REGULAR
MOVIECOM BOAVISTA 4,EM FUNCIONAMENTO,29/04/2021,84.0,2.0,0.0,2.0,NÃO,NÃO,SIM,SÃO PAULO,04747-030,SP,REGULAR
MOVIECOM BOAVISTA 5,EM FUNCIONAMENTO,29/04/2021,84.0,2.0,0.0,2.0,NÃO,NÃO,SIM,SÃO PAULO,04747-030,SP,REGULAR
MOVIECOM BURITI 1,EM FUNCIONAMENTO,16/09/2020,210.0,2.0,3.0,0.0,NÃO,NÃO,NÃO,APARECIDA DE GOIÂNIA,74980-970,GO,REGULAR
MOVIECOM BURITI 2,EM FUNCIONAMENTO,16/09/2020,270.0,2.0,4.0,0.0,NÃO,NÃO,SIM,APARECIDA DE GOIÂNIA,74980-970,GO,REGULAR
MOVIECOM BURITI 3,EM FUNCIONAMENTO,16/09/2020,187.0,2.0,3.0,0.0,NÃO,NÃO,NÃO,APARECIDA DE GOIÂNIA,74980-970,GO,REGULAR
MOVIECOM BURITI 4,EM FUNCIONAMENTO,16/09/2020,191.0,2.0,3.0,0.0,NÃO,NÃO,NÃO,APARECIDA DE GOIÂNIA,74980-970,GO,REGULAR
MOVIECOM BURITI 5,EM FUNCIONAMENTO,16/09/2020,252.0,2.0,4.0,0.0,NÃO,NÃO,SIM,APARECIDA DE GOIÂNIA,74980-970,GO,REGULAR
MOVIECOM BURITI 6,EM FUNCIONAMENTO,16/09/2020,171.0,2.0,3.0,0.0,NÃO,NÃO,SIM,APARECIDA DE GOIÂNIA,74980-970,GO,REGULAR
MOVIECOM CASTANHEIRA 2,EM FUNCIONAMENTO,03/09/2020,197.0,4.0,2.0,0.0,SIM,NÃO,SIM,BELÉM,66645-000,PA,REGULAR
MOVIECOM CASTANHEIRA 3,EM FUNCIONAMENTO,03/09/2020,213.0,4.0,2.0,0.0,NÃO,NÃO,NÃO,BELÉM,66645-000,PA,REGULAR
MOVIECOM CASTANHEIRA 4,EM FUNCIONAMENTO,03/09/2020,156.0,4.0,1.0,2.0,NÃO,NÃO,SIM,BELÉM,66645-000,PA,REGULAR
MOVIECOM CASTANHEIRA 5,EM FUNCIONAMENTO,03/09/2020,199.0,3.0,2.0,1.0,NÃO,NÃO,NÃO,BELÉM,66645-000,PA,REGULAR
MOVIECOM CASTANHEIRA 6,EM FUNCIONAMENTO,03/09/2020,244.0,4.0,3.0,2.0,NÃO,NÃO,NÃO,BELÉM,66645-000,PA,REGULAR
MOVIECOM CASTANHEIRA 7,EM FUNCIONAMENTO,03/09/2020,259.0,4.0,4.0,2.0,NÃO,NÃO,SIM,BELÉM,66645-000,PA,REGULAR
MOVIECOM CONQUISTA SUL 1,EM FUNCIONAMENTO,22/10/2020,167.0,3.0,2.0,2.0,SIM,NÃO,SIM,VITÓRIA DA CONQUISTA,45055-900,BA,REGULAR
MOVIECOM CONQUISTA SUL 2,EM FUNCIONAMENTO,22/10/2020,154.0,3.0,1.0,1.0,SIM,NÃO,SIM,VITÓRIA DA CONQUISTA,45055-900,BA,REGULAR
MOVIECOM CONQUISTA SUL 3,EM FUNCIONAMENTO,22/10/2020,166.0,3.0,2.0,2.0,SIM,NÃO,SIM,VITÓRIA DA CONQUISTA,45055-900,BA,REGULAR
MOVIECOM FRANCA 01,EM FUNCIONAMENTO,01/07/2021,215.0,2.0,0.0,0.0,SIM,NÃO,SIM,FRANCA,14406-901,SP,REGULAR
MOVIECOM FRANCA 02,EM FUNCIONAMENTO,01/07/2021,215.0,2.0,0.0,0.0,SIM,NÃO,SIM,FRANCA,14406-901,SP,REGULAR
MOVIECOM FRANCA 03,EM FUNCIONAMENTO,01/07/2021,135.0,2.0,0.0,0.0,SIM,NÃO,SIM,FRANCA,14406-901,SP,REGULAR
MOVIECOM FRANCA 04,EM FUNCIONAMENTO,01/07/2021,135.0,2.0,0.0,0.0,SIM,NÃO,SIM,FRANCA,14406-901,SP,REGULAR
MOVIECOM JARAGUÁ 1,EM FUNCIONAMENTO,28/06/2021,116.0,3.0,1.0,2.0,SIM,NÃO,SIM,ARARAQUARA,14801-600,SP,REGULAR
MOVIECOM JARAGUÁ 2,EM FUNCIONAMENTO,28/06/2021,116.0,3.0,0.0,2.0,SIM,NÃO,SIM,ARARAQUARA,14801-600,SP,REGULAR
MOVIECOM JARAGUÁ 3,EM FUNCIONAMENTO,28/06/2021,187.0,4.0,1.0,2.0,SIM,NÃO,SIM,ARARAQUARA,14801-600,SP,REGULAR
MOVIECOM JARAGUÁ 4,EM FUNCIONAMENTO,28/06/2021,233.0,4.0,2.0,2.0,SIM,NÃO,SIM,ARARAQUARA,14801-600,SP,REGULAR
MOVIECOM JARAGUÁ 5,EM FUNCIONAMENTO,28/06/2021,210.0,4.0,0.0,2.0,SIM,NÃO,SIM,ARARAQUARA,14801-600,SP,REGULAR
MOVIECOM JAÚ 1,EM FUNCIONAMENTO,01/05/2021,201.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JAÚ,17210-110,SP,REGULAR
MOVIECOM JAÚ 2,EM FUNCIONAMENTO,01/05/2021,198.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JAÚ,17210-110,SP,REGULAR
MOVIECOM MACAPÁ SHOPPING 1,EM FUNCIONAMENTO,22/10/2020,162.0,4.0,3.0,0.0,SIM,NÃO,SIM,MACAPÁ,68903-009,AP,REGULAR
MOVIECOM MACAPÁ SHOPPING 2,EM FUNCIONAMENTO,22/10/2020,190.0,4.0,3.0,0.0,SIM,NÃO,SIM,MACAPÁ,68903-009,AP,REGULAR
SALA MOVIECOM MACAPÁ SHOPPING 3,EM FUNCIONAMENTO,22/10/2020,128.0,2.0,1.0,0.0,SIM,NÃO,SIM,MACAPÁ,68903-009,AP,REGULAR
SALA MOVIECOM MACAPÁ SHOPPING 4,EM FUNCIONAMENTO,22/10/2020,119.0,2.0,1.0,0.0,SIM,NÃO,SIM,MACAPÁ,68903-009,AP,REGULAR
SALA MOVIECOM MACAPÁ SHOPPING 5,EM FUNCIONAMENTO,22/10/2020,137.0,2.0,1.0,0.0,NÃO,NÃO,NÃO,MACAPÁ,68903-009,AP,REGULAR
MOVIECOM MAXI 1,EM FUNCIONAMENTO,29/04/2021,234.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
MOVIECOM MAXI 2,EM FUNCIONAMENTO,29/04/2021,246.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
MOVIECOM MAXI 3,EM FUNCIONAMENTO,29/04/2021,246.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
MOVIECOM MAXI 4,EM FUNCIONAMENTO,29/04/2021,246.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
MOVIECOM MAXI 5,EM FUNCIONAMENTO,29/04/2021,335.0,2.0,0.0,4.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
MOVIECOM MAXI 6,EM FUNCIONAMENTO,29/04/2021,227.0,2.0,0.0,2.0,NÃO,NÃO,SIM,JUNDIAÍ,13215-276,SP,REGULAR
