nquest,idade1,faixa etária,sexo,cor,REGIAO,RCLASSE2,estcivil,renda,escola,nfilhos,p52aa,p55,p56,p66,p67a,p68,p27,p28,rendacat,escolacat,p64b,p64g,p64h,perfil
193227287,62,60+,Masculino,Parda,Centro Oeste,C1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Fundamental II completo,2,Nenhum,0,0,Não usou em 2023,0,0,"Aposentou,mas continua trabalhado",0,3,3,5,4,2,investidor
193227319,38,35-44,Feminino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,0,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,5,1,investidor
193227388,63,60+,Feminino,Preta,Centro Oeste,C1,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,63,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,1,5,1,1,investidor
193227389,68,60+,Masculino,Parda,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Fundamental I completo/ Fundamental II incompleto,4,Radio,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,2,2,5,2,1,investidor
193227390,53,45-59,Feminino,Parda,Sudeste,C1,Viuvo(a),"Até R$ 1.320,00",Ensino Médio completo,4,WhatsApp,0,0,Não usou em 2023,0,0,58,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,5,1,investidor
193227496,43,35-44,Masculino,Parda,Centro Oeste,B2,Separado/Divorciado,"De R$ 3.961,00 Até R$ 6.600,00",Analfabeto/ Fundamental I incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,3,1,5,5,5,investidor
193227607,66,60+,Masculino,Branca,Sul,C1,Viuvo(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,1,5,1,1,1,investidor
193227608,25,25-34,Masculino,Branca,Sul,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,5,investidor
193227735,33,25-34,Masculino,Amarela,Nordeste,C2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Superior incompleto,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Ja comecou uma reserva para a aposentadoria,2,6,5,4,1,investidor
193227844,36,35-44,Feminino,Parda,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Superior completo,0,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,7,5,1,1,investidor
193228043,36,35-44,Feminino,Parda,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,3,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,2,1,investidor
193228073,41,35-44,Feminino,Preta,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,2,0,Nao,0,Não usou em 2023,0,0,Não pensa em se aposentar,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,5,investidor
193228086,44,35-44,Masculino,Branca,Nordeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,4,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,4,5,1,1,investidor
193228144,52,45-59,Masculino,Parda,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,3,5,2,1,1,investidor
193228293,25,25-34,Masculino,Parda,Sudeste,B2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Telegram,0,0,Frequentemente,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,apostador
193228304,40,35-44,Masculino,Preta,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,1,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,1,investidor
193228410,33,25-34,Feminino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,1,1,1,1,investidor
193228441,29,25-34,Feminino,Parda,Sul,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,2,Instagram,0,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,69,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,5,5,investidor
193228473,35,35-44,Masculino,Branca,Sudeste,B2,Separado/Divorciado,"De R$ 6.601,00 Até R$ 13.200,00",Pós-graduação,3,0,Sim,Influenciadores que abordam assuntos sobre investimento,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",4,8,4,4,1,investidor
193228626,18,16-24,Feminino,Parda,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Superior incompleto,0,Portal / site,0,0,De vez em quando,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,40,Ja comecou uma reserva para a aposentadoria,9,6,5,1,1,investidor
193228776,28,25-34,Feminino,Parda,Sul,C2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,1,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,5,5,5,5,investidor
193228781,40,35-44,Masculino,Parda,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,2,1,5,investidor
193228847,38,35-44,Feminino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Fundamental II completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,3,5,1,1,investidor
193229082,74,60+,Feminino,Parda,Sudeste,C2,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,5,1,1,investidor
193229084,71,60+,Masculino,Branca,Sudeste,B1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,1,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,3,7,1,1,1,investidor
193229085,42,35-44,Masculino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio incompleto,6,0,Nao,0,Frequentemente,f. Oportunidade de apostar valores pequenos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,43,Ja comecou uma reserva para a aposentadoria,3,4,5,5,5,apostador
193229115,34,25-34,Feminino,Indigena,Sudeste,C2,Separado/Divorciado,"Até R$ 1.320,00",Superior incompleto,0,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Não usou em 2023,0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,6,5,2,1,investidor
193229188,30,25-34,Feminino,Branca,Sul,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,Youtube,0,0,Não usou em 2023,0,0,53,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,4,1,1,investidor
193229192,28,25-34,Masculino,Parda,Nordeste,B2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,1,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,2,1,investidor
193229204,17,16-24,Masculino,Parda,Sudeste,A,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio incompleto,0,Youtube,0,0,Raramente,i. Chance de conseguir juntar uma quantia em dinheiro para o futuro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,28,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,4,5,2,4,investidor
193229329,39,35-44,Feminino,Parda,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,45,Ja comecou uma reserva para a aposentadoria,9,2,5,5,5,investidor
193229340,41,35-44,Feminino,Parda,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,1,1,1,investidor
193229562,45,45-59,Feminino,Preta,Sudeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,1,1,1,investidor
193229645,54,45-59,Feminino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental II completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,3,1,1,1,investidor
193229659,42,35-44,Masculino,Preta,Nordeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,1,1,investidor
193229819,43,35-44,Feminino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,1,2,investidor
193229854,17,16-24,Masculino,Branca,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,2,1,investidor
193229928,30,25-34,Masculino,Parda,Nordeste,B2,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,0,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,45,Ja comecou uma reserva para a aposentadoria,3,7,4,3,1,investidor
193229989,16,16-24,Feminino,Parda,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Instagram,0,0,Raramente,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,45,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,2,4,investidor
193230038,53,45-59,Feminino,Preta,Sul,C2,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,7,0,Sim,Outras respostas,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,5,1,1,investidor
193230079,30,25-34,Masculino,Parda,Centro Oeste,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Fundamental I completo/ Fundamental II incompleto,0,0,Sim,Outras respostas,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,2,2,5,1,1,investidor
193230138,52,45-59,Masculino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,1,4,4,5,investidor
193230180,42,35-44,Feminino,Branca,Sudeste,B2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Superior completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,7,5,4,4,investidor
193230193,58,45-59,Feminino,Preta,Centro Oeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Sim,Meios de comunicacao (Radio/ TV/ jornal/ revistas),"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,Ja comecou uma reserva para a aposentadoria,1,5,5,4,4,investidor
193230208,59,45-59,Masculino,Branca,Centro Oeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,Não usou em 2023,0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,2,1,investidor
193230211,42,35-44,Masculino,Amarela,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,3,Portal / site,0,0,Raramente,h. Considerar uma forma de investir,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,4,1,investidor
193230256,65,60+,Feminino,Parda,Nordeste,B1,Viuvo(a),"De R$ 2.640,00 Até R$ 3.960,00",Superior completo,1,Linkedin,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,2,7,4,1,2,investidor
193230423,35,35-44,Feminino,Branca,Sul,C2,Solteiro (a),"Até R$ 1.320,00",Superior incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,67,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,6,5,1,5,investidor
193230424,38,35-44,Feminino,Parda,Sul,C1,Separado/Divorciado,"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,5,5,1,1,investidor
193230425,57,45-59,Feminino,Branca,Sul,C2,Solteiro (a),"Até R$ 1.320,00",Fundamental II completo,2,0,Sim,"Presencialmente, ou seja, falando com o gerente ou com o assessor/ especialista de investimento. (presencialmente na age","Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,3,5,1,5,investidor
193230501,27,25-34,Feminino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,2,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
193230528,31,25-34,Feminino,Branca,Sudeste,B2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,62,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,4,1,investidor
193230577,65,60+,Feminino,Branca,Sudeste,C2,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,2,5,5,5,investidor
193230850,18,16-24,Feminino,Parda,Sudeste,A,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Youtube,0,0,Não usou em 2023,0,0,48,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,4,2,2,investidor
193230889,23,16-24,Feminino,Preta,Centro Oeste,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,0,Instagram,0,0,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,1,1,investidor
193231063,31,25-34,Masculino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Fundamental II completo,0,0,Nao,0,De vez em quando,a. A facilidade de usar os aplicativos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,3,4,2,2,investidor
193231098,31,25-34,Masculino,Parda,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Nao,0,De vez em quando,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
193231221,49,45-59,Masculino,Preta,Sudeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,70,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,4,1,investidor
193231286,35,35-44,Feminino,Preta,Norte,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,5,investidor
193231330,22,16-24,Masculino,Parda,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,Frequentemente,e. Chance de ganhar uma grande quantia de dinheiro,Nenhum dos dois (Não LER - ESPONTANEO),Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,5,apostador
193231435,71,60+,Feminino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Superior completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,9,7,4,4,4,investidor
193231710,29,25-34,Masculino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,4,4,investidor
