BIOMA,MUNICIPIO,AREAHA,ANODETEC,DATADETEC,Municípios,Ano,CO2_emitido
Cerrado,são desidério,24.96,2021,2021/04/01,são desidério,2021,3159579.701361537
Cerrado,barreiras,1.44,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,são desidério,2.67,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,barra,2.54,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,cotegipe,0.59,2020,2020/01/01,cotegipe,2020,559960.0834841728
Caatinga,barra,0.19,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,18.44,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,27.19,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,15.58,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,correntina,0.48,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,1.28,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,santa rita de cássia,1.63,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,3.5,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,5.25,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,2.98,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,3.92,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,formosa do rio preto,4.97,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,5.98,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,16.71,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,12.59,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,7.5,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,cocos,21.56,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,cocos,6.24,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,cocos,0.15,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,barreiras,173.69,2021,2021/05/01,barreiras,2021,958306.347179532
Cerrado,luís eduardo magalhães,825.56,2021,2021/07/01,luís eduardo magalhães,2021,654262.0002045631
Mata Atlântica,itarantim,12.15,2021,2021/07/16,itarantim,2021,10405.33336520195
Cerrado,formosa do rio preto,17.78,2021,2021/08/13,formosa do rio preto,2021,2299737.8741800785
Caatinga,barra,4.94,2021,2021/08/01,barra,2021,79058.81857037544
Caatinga,barra,20.66,2021,2021/08/01,barra,2021,79058.81857037544
Caatinga,cotegipe,4.6,2021,2021/11/18,cotegipe,2021,292547.2605621815
Cerrado,barreiras,133.26,2021,2021/12/13,barreiras,2021,958306.347179532
Cerrado,formosa do rio preto,415.33,2021,2021/12/13,formosa do rio preto,2021,2299737.8741800785
Caatinga,santa rita de cássia,6.73,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,56.72,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,12.65,2021,2021/09/01,cotegipe,2021,292547.2605621815
Cerrado,baianópolis,23.89,2021,2021/11/01,baianópolis,2021,1700892.2622466087
Cerrado,cocos,25.34,2021,2021/01/20,cocos,2021,1229644.9681953788
Cerrado,luís eduardo magalhães,87.72,2021,2021/02/01,luís eduardo magalhães,2021,654262.0002045631
Cerrado,formosa do rio preto,6.78,2021,2021/03/10,formosa do rio preto,2021,2299737.8741800785
Mata Atlântica,iguaí,3.0,2022,2022/03/31,iguaí,2022,277970.0
Mata Atlântica,dário meira,0.69,2022,2022/03/31,dário meira,2022,217077.0
Cerrado,são desidério,175.94,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,são desidério,88.01,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,riachão das neves,36.29,2022,2022/05/18,riachão das neves,2022,670183.0
Cerrado,correntina,93.58,2022,2022/04/30,correntina,2022,1473135.0
Cerrado,riachão das neves,114.11,2022,2022/02/01,riachão das neves,2022,670183.0
Cerrado,santa rita de cássia,14.1,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,santa rita de cássia,42.41,2022,2022/02/01,santa rita de cássia,2022,569631.0
Cerrado,santa rita de cássia,434.09,2022,2022/06/07,santa rita de cássia,2022,569631.0
Mata Atlântica,itagibá,22.62,2022,2022/06/30,itagibá,2022,288483.0
Mata Atlântica,maraú,1.1,2022,2022/06/30,maraú,2022,275953.0
Cerrado,correntina,6.97,2022,2022/03/01,correntina,2022,1473135.0
Cerrado,são desidério,1.04,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,formosa do rio preto,10.89,2022,2022/03/01,formosa do rio preto,2022,2432263.0
Cerrado,barreiras,831.76,2022,2022/08/02,barreiras,2022,996163.0
Cerrado,formosa do rio preto,428.29,2022,2022/08/04,formosa do rio preto,2022,2432263.0
Cerrado,baianópolis,11.11,2022,2022/04/01,baianópolis,2022,413632.0
Caatinga,correntina,12.29,2022,2022/04/01,correntina,2022,1473135.0
Cerrado,são desidério,198.85,2022,2022/09/06,são desidério,2022,2729422.0
Cerrado,são desidério,177.29,2022,2022/09/04,são desidério,2022,2729422.0
Cerrado,barreiras,191.57,2019,2019/06/08,barreiras,2019,1568927.0175619423
Mata Atlântica,encruzilhada,18.16,2019,2019/06/16,encruzilhada,2019,403895.9177992344
Mata Atlântica,igrapiúna,1.21,2019,2019/06/09,igrapiúna,2019,257694.0746061802
Mata Atlântica,belmonte,25.92,2019,2019/04/14,belmonte,2019,390403.1881421805
Cerrado,riachão das neves,3.41,2019,2019/09/20,riachão das neves,2019,580173.0040331781
Caatinga,santa rita de cássia,2.27,2019,2019/11/11,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,belmonte,27.48,2019,2019/11/09,belmonte,2019,390403.1881421805
Cerrado,formosa do rio preto,134.4,2019,2019/12/16,formosa do rio preto,2019,4220327.0016454905
Cerrado,cotegipe,3.06,2019,2019/05/13,cotegipe,2019,331163.8086628318
Cerrado,baianópolis,12.58,2019,2019/11/05,baianópolis,2019,607436.7982445955
Mata Atlântica,jequié,2.68,2019,2019/02/25,jequié,2019,249169.2120203972
Cerrado,são desidério,21.26,2019,2019/01/29,são desidério,2019,2024107.6610826247
Cerrado,barreiras,359.4,2019,2019/05/07,barreiras,2019,1568927.0175619423
Cerrado,são desidério,5.99,2019,2019/04/17,são desidério,2019,2024107.6610826247
Cerrado,cocos,13.36,2019,2019/04/03,cocos,2019,959394.147064954
Cerrado,santa rita de cássia,54.0,2019,2019/08/02,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,camamu,10.59,2019,2019/03/29,camamu,2019,221471.44368362427
Mata Atlântica,ilhéus,1.75,2019,2019/03/29,ilhéus,2019,158872.06799983978
Mata Atlântica,guaratinga,1.36,2019,2019/02/25,guaratinga,2019,211708.01093423367
Cerrado,riachão das neves,24.84,2020,2020/04/12,riachão das neves,2020,1085054.2665590644
Caatinga,correntina,17.88,2020,2020/04/21,correntina,2020,1060525.6563282013
Cerrado,são desidério,3.23,2020,2020/04/21,são desidério,2020,3091203.197527945
Cerrado,luís eduardo magalhães,920.13,2020,2020/04/21,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,são desidério,67.3,2020,2020/01/31,são desidério,2020,3091203.197527945
Cerrado,cocos,7.44,2020,2020/02/26,cocos,2020,1218387.32458961
Cerrado,luís eduardo magalhães,523.75,2020,2020/05/05,luís eduardo magalhães,2020,1523413.1056941748
Mata Atlântica,nilo peçanha,2.76,2020,2020/04/08,nilo peçanha,2020,154625.95725762844
Mata Atlântica,encruzilhada,2.54,2020,2020/01/10,encruzilhada,2020,451620.4507952333
Cerrado,baianópolis,13.7,2020,2020/05/01,baianópolis,2020,790814.9751247168
Cerrado,correntina,247.35,2020,2020/05/28,correntina,2020,1060525.6563282013
Cerrado,barreiras,8.52,2020,2020/06/20,barreiras,2020,1179766.0970728395
Cerrado,formosa do rio preto,105.51,2020,2020/07/25,formosa do rio preto,2020,3073766.4334418774
Caatinga,cotegipe,9.73,2020,2020/07/01,cotegipe,2020,559960.0834841728
Caatinga,santa rita de cássia,148.31,2020,2020/07/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,43.76,2020,2020/08/01,baianópolis,2020,790814.9751247168
Caatinga,barra,53.07,2020,2020/09/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,11.6,2020,2020/12/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,7.18,2020,2020/12/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,26.95,2021,2021/01/29,formosa do rio preto,2021,2299737.8741800785
Cerrado,formosa do rio preto,16.51,2021,2021/01/29,formosa do rio preto,2021,2299737.8741800785
Mata Atlântica,encruzilhada,7.87,2021,2021/01/28,encruzilhada,2021,587315.3614428043
Caatinga,cotegipe,3.62,2021,2021/03/22,cotegipe,2021,292547.2605621815
Cerrado,são desidério,381.51,2021,2021/05/04,são desidério,2021,3159579.701361537
Cerrado,santa rita de cássia,12.3,2021,2021/05/04,santa rita de cássia,2021,998700.5789114236
Cerrado,formosa do rio preto,2.2,2021,2021/01/01,formosa do rio preto,2021,2299737.8741800785
Cerrado,baianópolis,3.81,2021,2021/01/01,baianópolis,2021,1700892.2622466087
Caatinga,santa rita de cássia,7.67,2021,2021/03/01,santa rita de cássia,2021,998700.5789114236
Cerrado,luís eduardo magalhães,0.88,2021,2021/03/01,luís eduardo magalhães,2021,654262.0002045631
Cerrado,baianópolis,420.73,2021,2021/05/16,baianópolis,2021,1700892.2622466087
Cerrado,baianópolis,50.71,2021,2021/05/10,baianópolis,2021,1700892.2622466087
Caatinga,santa rita de cássia,5.35,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,0.87,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,5.28,2021,2021/05/30,cotegipe,2021,292547.2605621815
Caatinga,jaborandi,1.69,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,formosa do rio preto,26.79,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,são desidério,7.62,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,75.39,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,luís eduardo magalhães,7.4,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Caatinga,santa rita de cássia,4.3,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,2.7,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,4.99,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,cotegipe,12.95,2020,2020/01/01,cotegipe,2020,559960.0834841728
Cerrado,são desidério,1.07,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,baianópolis,2.21,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,baianópolis,0.75,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,formosa do rio preto,15.33,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,riachão das neves,11.41,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,barreiras,0.35,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,luís eduardo magalhães,0.74,2020,2020/01/01,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,formosa do rio preto,2.99,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,riachão das neves,12.72,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,santa rita de cássia,13.3,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,55.54,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,cocos,6.18,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,cocos,2.01,2020,2020/01/01,cocos,2020,1218387.32458961
Cerrado,baianópolis,68.51,2021,2021/07/21,baianópolis,2021,1700892.2622466087
Cerrado,santa rita de cássia,0.79,2021,2021/06/01,santa rita de cássia,2021,998700.5789114236
Cerrado,jaborandi,1.01,2021,2021/06/01,jaborandi,2021,2051920.940728784
Cerrado,santa rita de cássia,169.65,2021,2021/09/26,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,29.25,2021,2021/10/02,cotegipe,2021,292547.2605621815
Cerrado,formosa do rio preto,330.05,2021,2021/10/16,formosa do rio preto,2021,2299737.8741800785
Cerrado,jaborandi,3.8,2021,2021/08/01,jaborandi,2021,2051920.940728784
Mata Atlântica,encruzilhada,19.66,2021,2021/09/01,encruzilhada,2021,587315.3614428043
Mata Atlântica,encruzilhada,2.01,2021,2021/09/01,encruzilhada,2021,587315.3614428043
Cerrado,riachão das neves,41.2,2021,2021/11/20,riachão das neves,2021,761963.2862440944
Cerrado,riachão das neves,19.3,2021,2021/09/01,riachão das neves,2021,761963.2862440944
