BIOMA,ESTADO,MUNICIPIO,DTIMGANT,DTIMGDEP
Caatinga,BAHIA,Iuiu,09/04/2019,30/04/2019
Mata Atlântica,BAHIA,Santa Luzia,31/08/2019,05/12/2019
Mata Atlântica,BAHIA,Tremedal,17/03/2019,21/12/2019
Caatinga,BAHIA,Cotegipe,13/11/2018,20/11/2018
Mata Atlântica,BAHIA,Itapé,20/06/2019,05/12/2019
Mata Atlântica,BAHIA,Santa Luzia,19/11/2018,26/05/2019
Caatinga,BAHIA,Condeúba,18/03/2019,06/07/2019
Caatinga,BAHIA,Tapiramutá,27/12/2018,05/05/2019
Caatinga,BAHIA,Antônio Gonçalves,28/12/2018,17/02/2019
Caatinga,BAHIA,Palmas de Monte Alto,13/03/2019,31/03/2019
Cerrado,BAHIA,Baianópolis,30/03/2019,25/05/2019
Caatinga,BAHIA,Santana,21/06/2019,16/07/2019
Cerrado,BAHIA,São Desidério,17/03/2019,29/03/2019
Caatinga,BAHIA,Serra do Ramalho,02/10/2018,31/03/2019
Cerrado,BAHIA,Tabocas do Brejo Velho,07/05/2019,26/07/2019
Cerrado,BAHIA,Riachão das Neves,13/01/2019,13/03/2019
Caatinga,BAHIA,São Félix do Coribe,05/10/2018,30/03/2019
Mata Atlântica,BAHIA,Esplanada,13/11/2018,08/03/2019
Mata Atlântica,BAHIA,Iguaí,10/10/2018,03/01/2019
Mata Atlântica,BAHIA,Alcobaça,01/11/2018,28/02/2019
Mata Atlântica,BAHIA,Ubaíra,04/02/2019,25/05/2019
Mata Atlântica,BAHIA,Igrapiúna,08/12/2018,20/02/2019
Mata Atlântica,BAHIA,Camacan,19/03/2019,29/04/2019
Cerrado,BAHIA,Santa Rita de Cássia,24/12/2019,28/03/2020
Cerrado,BAHIA,Formosa do Rio Preto,23/12/2019,30/01/2020
Caatinga,BAHIA,Sítio do Mato,16/01/2020,27/02/2020
Mata Atlântica,BAHIA,Simões Filho,23/07/2019,11/12/2019
Caatinga,BAHIA,Euclides da Cunha,21/01/2020,04/04/2020
Mata Atlântica,BAHIA,Una,09/01/2020,03/04/2020
Mata Atlântica,BAHIA,Una,06/11/2019,27/01/2020
Mata Atlântica,BAHIA,Valença,15/01/2020,25/03/2020
Mata Atlântica,BAHIA,Taperoá,06/12/2019,04/04/2020
Mata Atlântica,BAHIA,Canavieiras,20/12/2019,09/02/2020
Mata Atlântica,BAHIA,Ibicaraí,06/12/2019,04/03/2020
Mata Atlântica,BAHIA,Itabela,11/02/2020,03/04/2020
Mata Atlântica,BAHIA,Guaratinga,28/08/2019,14/01/2020
Mata Atlântica,BAHIA,Planalto,06/10/2019,13/01/2020
Caatinga,BAHIA,Antônio Gonçalves,16/07/2019,28/08/2019
Mata Atlântica,BAHIA,Encruzilhada,12/12/2019,27/05/2020
Mata Atlântica,BAHIA,Cândido Sales,24/12/2019,29/05/2020
Caatinga,BAHIA,Lençóis,19/12/2019,04/04/2020
Caatinga,BAHIA,Ibicoara,19/01/2020,12/02/2020
Caatinga,BAHIA,Sebastião Laranjeiras,17/01/2020,26/02/2020
Caatinga,BAHIA,Canudos,15/01/2020,19/02/2020
Caatinga,BAHIA,Mucugê,28/10/2019,19/02/2020
Caatinga,BAHIA,Nova Soure,07/12/2019,27/05/2020
Caatinga,BAHIA,Rio do Antônio,19/01/2020,21/02/2020
Cerrado,BAHIA,Mansidão,27/02/2020,05/04/2020
Caatinga,BAHIA,Tucano,06/12/2019,15/07/2020
Cerrado,BAHIA,Santa Rita de Cássia,11/01/2020,12/07/2020
Caatinga,BAHIA,Itapicuru,25/01/2020,27/05/2020
Cerrado,BAHIA,Coribe,07/12/2019,24/06/2020
Caatinga,BAHIA,Mucugê,12/02/2020,14/07/2020
Caatinga,BAHIA,Bom Jesus da Lapa,16/01/2020,01/06/2020
Cerrado,BAHIA,Santa Rita de Cássia,20/12/2019,11/01/2020
Cerrado,BAHIA,São Desidério,14/09/2019,14/12/2019
Caatinga,BAHIA,Brejolândia,23/12/2019,13/01/2020
Caatinga,BAHIA,Rio do Pires,30/10/2019,13/01/2020
Mata Atlântica,BAHIA,Valença,08/12/2018,04/04/2020
Mata Atlântica,BAHIA,Itanagra,11/12/2019,30/07/2020
Cerrado,BAHIA,Correntina,03/05/2020,07/06/2020
Caatinga,BAHIA,Santana,25/04/2020,28/05/2020
Cerrado,BAHIA,Baianópolis,06/05/2020,30/06/2020
Cerrado,BAHIA,Correntina,22/12/2019,16/05/2020
Cerrado,BAHIA,Santa Rita de Cássia,04/05/2020,30/05/2020
Cerrado,BAHIA,Correntina,30/01/2020,18/07/2020
Cerrado,BAHIA,Cristópolis,04/06/2020,15/06/2020
Cerrado,BAHIA,Baianópolis,14/06/2020,20/06/2020
Caatinga,BAHIA,São Félix do Coribe,29/04/2020,02/06/2020
Caatinga,BAHIA,Palmas de Monte Alto,25/02/2020,24/06/2020
Caatinga,BAHIA,Santa Rita de Cássia,17/02/2020,26/02/2020
Cerrado,BAHIA,Caetité,26/02/2020,04/04/2020
Caatinga,BAHIA,Jacaraci,27/04/2020,09/06/2020
Caatinga,BAHIA,Serra Dourada,21/02/2020,28/06/2020
Caatinga,BAHIA,Serra Dourada,29/03/2020,30/05/2020
Caatinga,BAHIA,Muquém do São Francisco,05/04/2020,15/09/2020
Mata Atlântica,BAHIA,Camacan,15/05/2020,14/07/2020
Caatinga,BAHIA,Brumado,27/04/2020,28/06/2020
Mata Atlântica,BAHIA,Porto Seguro,03/04/2020,09/09/2020
Cerrado,BAHIA,Coribe,27/06/2020,12/07/2020
Caatinga,BAHIA,Caturama,01/03/2020,20/08/2020
Caatinga,BAHIA,Urandi,24/05/2020,25/07/2020
Caatinga,BAHIA,Brumado,11/02/2020,11/09/2020
Caatinga,BAHIA,Macaúbas,01/02/2020,18/09/2020
Caatinga,BAHIA,Ibipitanga,07/06/2020,29/08/2020
Caatinga,BAHIA,Caculé,27/02/2020,04/08/2020
Caatinga,BAHIA,Riacho de Santana,18/06/2020,25/07/2020
Caatinga,BAHIA,Presidente Jânio Quadros,21/02/2020,20/09/2020
Caatinga,BAHIA,Aracatu,13/02/2020,11/07/2020
Caatinga,BAHIA,Anagé,15/05/2020,12/07/2020
Caatinga,BAHIA,Cotegipe,16/07/2020,27/08/2020
Caatinga,BAHIA,Ibitiara,15/07/2020,08/09/2020
Caatinga,BAHIA,Angical,31/05/2020,29/07/2020
Caatinga,BAHIA,Bom Jesus da Lapa,02/08/2020,18/08/2020
Caatinga,BAHIA,Itaguaçu da Bahia,14/07/2020,28/08/2020
Caatinga,BAHIA,Brumado,22/07/2020,18/09/2020
Caatinga,BAHIA,Boninal,05/08/2020,01/09/2020
Cerrado,BAHIA,Barreiras,25/08/2020,07/09/2020
Mata Atlântica,BAHIA,Jucuruçu,14/05/2020,03/10/2020
Caatinga,BAHIA,Cotegipe,25/08/2020,20/10/2020
Cerrado,BAHIA,Luís Eduardo Magalhães,10/08/2020,21/08/2020
Cerrado,BAHIA,Jaborandi,03/06/2020,26/06/2020
Caatinga,BAHIA,Serra do Ramalho,16/07/2020,29/08/2020
Mata Atlântica,BAHIA,Jaguaripe,05/03/2020,03/09/2020
Mata Atlântica,BAHIA,Ibirapitanga,19/08/2020,14/12/2020
Caatinga,BAHIA,Ituaçu,22/07/2020,10/11/2020
Cerrado,BAHIA,Tabocas do Brejo Velho,28/09/2020,04/10/2020
Cerrado,BAHIA,Santa Rita de Cássia,31/08/2019,11/11/2020
Caatinga,BAHIA,Santa Rita de Cássia,19/06/2020,15/11/2020
Caatinga,BAHIA,Santa Rita de Cássia,05/07/2020,14/11/2020
Caatinga,BAHIA,Riacho de Santana,25/06/2020,28/11/2020
Caatinga,BAHIA,Mortugaba,21/06/2020,11/11/2020
Caatinga,BAHIA,Muquém do São Francisco,04/09/2020,01/12/2020
Caatinga,BAHIA,Sebastião Laranjeiras,23/07/2020,15/10/2020
Mata Atlântica,BAHIA,Wenceslau Guimarães,28/09/2020,07/12/2020
Caatinga,BAHIA,Itaberaba,09/10/2020,30/12/2020
Caatinga,BAHIA,Angical,17/09/2020,15/12/2020
Caatinga,BAHIA,Santa Rita de Cássia,27/09/2020,13/11/2020
Mata Atlântica,BAHIA,Irará,18/07/2020,24/12/2020
Caatinga,BAHIA,Itapicuru,23/07/2020,11/10/2020
Caatinga,BAHIA,Ibititá,05/08/2020,06/01/2021
Caatinga,BAHIA,Carinhanha,20/09/2020,30/12/2020
Caatinga,BAHIA,Novo Triunfo,29/10/2020,18/11/2020
Mata Atlântica,BAHIA,Belmonte,09/09/2020,06/01/2021
Mata Atlântica,BAHIA,Wenceslau Guimarães,15/11/2020,30/12/2020
Mata Atlântica,BAHIA,Dário Meira,11/11/2020,31/01/2021
Caatinga,BAHIA,Caetité,15/07/2020,27/09/2020
Caatinga,BAHIA,Coribe,15/10/2020,09/11/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,31/08/2020,24/10/2020
Caatinga,BAHIA,Rio do Antônio,08/07/2020,25/08/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,16/08/2020,10/11/2020
Caatinga,BAHIA,Paramirim,14/10/2020,12/12/2020
Caatinga,BAHIA,Brumado,02/07/2020,10/12/2020
Caatinga,BAHIA,Rio do Pires,05/06/2020,30/01/2021
Caatinga,BAHIA,Casa Nova,30/10/2020,29/12/2020
Cerrado,BAHIA,Riachão das Neves,31/08/2020,13/11/2020
Caatinga,BAHIA,Morro do Chapéu,05/08/2020,20/09/2020
Caatinga,BAHIA,Morro do Chapéu,02/07/2020,21/10/2020
Caatinga,BAHIA,Bonito,14/10/2020,23/12/2020
Mata Atlântica,BAHIA,Eunápolis,03/01/2021,29/03/2021
Mata Atlântica,BAHIA,Pojuca,02/09/2020,28/03/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,12/11/2020,28/04/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,02/06/2020,28/03/2021
Mata Atlântica,BAHIA,Pojuca,04/04/2020,26/04/2021
Caatinga,BAHIA,Canudos,16/08/2020,07/04/2021
Caatinga,BAHIA,Sebastião Laranjeiras,27/09/2020,16/10/2020
Caatinga,BAHIA,Matina,27/12/2020,22/01/2021
Caatinga,BAHIA,Palmas de Monte Alto,09/11/2020,06/12/2020
Caatinga,BAHIA,Barreiras,17/01/2021,08/05/2021
Caatinga,BAHIA,Carinhanha,04/08/2020,28/12/2020
Cerrado,BAHIA,Correntina,31/01/2021,24/03/2021
Caatinga,BAHIA,Santana,10/11/2020,07/05/2021
Cerrado,BAHIA,Formosa do Rio Preto,24/01/2021,24/03/2021
Mata Atlântica,BAHIA,Aratuípe,02/05/2020,08/04/2021
Mata Atlântica,BAHIA,Camamu,02/07/2020,14/04/2021
Cerrado,BAHIA,Formosa do Rio Preto,29/08/2020,23/05/2021
Mata Atlântica,BAHIA,Ibirapitanga,04/01/2021,14/04/2021
Mata Atlântica,BAHIA,Wenceslau Guimarães,14/10/2020,31/03/2021
Mata Atlântica,BAHIA,Itiruçu,12/04/2021,11/06/2021
Caatinga,BAHIA,Ibitiara,28/09/2020,23/12/2020
Caatinga,BAHIA,Santa Rita de Cássia,01/11/2020,08/11/2020
Caatinga,BAHIA,Serra Dourada,14/10/2020,15/10/2020
Cerrado,BAHIA,Caetité,15/07/2020,28/04/2021
Caatinga,BAHIA,Curaçá,18/09/2020,16/11/2020
Cerrado,BAHIA,São Desidério,16/10/2020,12/11/2020
Caatinga,BAHIA,Ibicoara,31/12/2020,08/01/2021
Cerrado,BAHIA,Catolândia,25/09/2020,30/09/2020
Cerrado,BAHIA,São Desidério,03/12/2020,15/12/2020
Caatinga,BAHIA,Anagé,15/08/2020,25/12/2020
Caatinga,BAHIA,Pedro Alexandre,17/07/2020,17/09/2020
Cerrado,BAHIA,Baianópolis,19/08/2020,13/11/2020
Caatinga,BAHIA,Livramento de Nossa Senhora,03/08/2020,29/03/2021
Caatinga,BAHIA,Juazeiro,04/07/2020,02/01/2021
Mata Atlântica,BAHIA,Cândido Sales,13/12/2020,18/03/2021
Caatinga,BAHIA,Conceição do Coité,07/10/2020,08/03/2021
Caatinga,BAHIA,Quijingue,09/04/2020,07/03/2021
Caatinga,BAHIA,Tucano,17/11/2020,07/03/2021
Caatinga,BAHIA,Barra da Estiva,08/01/2021,29/03/2021
Caatinga,BAHIA,Mansidão,28/11/2020,28/03/2021
Caatinga,BAHIA,Mansidão,05/05/2020,28/03/2021
Caatinga,BAHIA,Pilão Arcado,22/08/2020,25/03/2021
Caatinga,BAHIA,Seabra,27/09/2020,29/03/2021
Cerrado,BAHIA,Correntina,18/09/2019,18/06/2021
Caatinga,BAHIA,Santa Rita de Cássia,11/09/2020,29/04/2021
Caatinga,BAHIA,Sento Sé,28/08/2020,27/04/2021
Caatinga,BAHIA,Araci,17/09/2020,05/06/2021
Caatinga,BAHIA,Cocos,10/07/2020,17/04/2021
Caatinga,BAHIA,Coribe,05/10/2020,17/04/2021
Caatinga,BAHIA,Malhada,30/12/2020,14/04/2021
Caatinga,BAHIA,Wanderley,05/01/2021,29/04/2021
Caatinga,BAHIA,Heliópolis,27/03/2021,10/04/2021
Caatinga,BAHIA,Várzea da Roça,27/05/2020,26/04/2021
Mata Atlântica,BAHIA,Vitória da Conquista,10/11/2020,11/02/2021
Caatinga,BAHIA,Tanhaçu,08/10/2020,12/12/2020
Caatinga,BAHIA,Santa Terezinha,07/03/2021,12/05/2021
Mata Atlântica,BAHIA,Prado,03/06/2021,11/06/2021
Mata Atlântica,BAHIA,Ribeirão do Largo,23/01/2019,01/07/2019
Mata Atlântica,BAHIA,Salinas da Margarida,16/07/2019,05/07/2020
Caatinga,BAHIA,Brejolândia,20/07/2020,29/07/2020
Caatinga,BAHIA,Wanderley,21/04/2020,31/05/2020
Caatinga,BAHIA,Cotegipe,30/07/2019,23/09/2019
Cerrado,BAHIA,Tabocas do Brejo Velho,22/07/2020,05/08/2020
Caatinga,BAHIA,Barra,28/09/2019,05/12/2019
Caatinga,BAHIA,São Félix do Coribe,30/10/2019,30/11/2019
Cerrado,BAHIA,Baianópolis,11/06/2020,27/10/2021
Caatinga,BAHIA,Coribe,01/05/2020,11/05/2020
Cerrado,BAHIA,São Desidério,09/06/2020,21/06/2020
Cerrado,BAHIA,São Desidério,03/06/2020,04/07/2020
Cerrado,BAHIA,São Desidério,26/07/2018,11/11/2020
Caatinga,BAHIA,Buritirama,02/08/2019,28/11/2019
Cerrado,BAHIA,Cristópolis,27/09/2018,22/12/2019
Caatinga,BAHIA,Barra,06/06/2020,29/01/2021
Caatinga,BAHIA,Wanderley,08/07/2020,30/07/2020
Caatinga,BAHIA,Barra,11/08/2019,04/10/2019
Caatinga,BAHIA,Muquém do São Francisco,22/05/2019,16/01/2020
Caatinga,BAHIA,Barra,05/07/2018,13/11/2018
Caatinga,BAHIA,Palmas de Monte Alto,01/03/2019,24/04/2019
Caatinga,BAHIA,Bom Jesus da Lapa,28/04/2019,20/01/2020
Caatinga,BAHIA,Bom Jesus da Lapa,07/06/2020,20/01/2021
Caatinga,BAHIA,Malhada,21/04/2020,28/01/2021
Caatinga,BAHIA,Malhada,31/01/2019,31/01/2020
Caatinga,BAHIA,Serra Dourada,09/07/2020,31/01/2021
Caatinga,BAHIA,Santana,14/06/2020,01/07/2020
Cerrado,BAHIA,Santa Maria da Vitória,10/05/2020,21/05/2021
Cerrado,BAHIA,Baianópolis,22/07/2018,19/12/2018
Caatinga,BAHIA,Serra Dourada,15/05/2020,24/01/2021
Cerrado,BAHIA,Tabocas do Brejo Velho,17/07/2019,04/08/2019
Cerrado,BAHIA,Baianópolis,01/02/2021,13/03/2021
Caatinga,BAHIA,Correntina,20/11/2018,28/05/2020
Caatinga,BAHIA,Barra,07/05/2019,13/09/2019
Caatinga,BAHIA,Buritirama,13/02/2019,01/12/2019
Caatinga,BAHIA,Buritirama,15/08/2019,09/10/2019
Cerrado,BAHIA,Santa Rita de Cássia,26/07/2019,30/12/2020
Caatinga,BAHIA,Mansidão,15/08/2019,27/08/2019
Cerrado,BAHIA,Formosa do Rio Preto,04/07/2018,24/11/2020
Cerrado,BAHIA,Santa Rita de Cássia,13/08/2019,08/11/2019
Cerrado,BAHIA,Santa Rita de Cássia,18/03/2020,30/05/2020
Cerrado,BAHIA,Riachão das Neves,30/04/2020,24/05/2020
Cerrado,BAHIA,Formosa do Rio Preto,22/07/2019,04/04/2020
Cerrado,BAHIA,Santa Rita de Cássia,24/03/2021,28/03/2021
Caatinga,BAHIA,Santa Rita de Cássia,30/06/2020,26/08/2021
Caatinga,BAHIA,Carinhanha,16/07/2019,13/06/2020
Caatinga,BAHIA,Coribe,29/07/2019,10/09/2019
Caatinga,BAHIA,Carinhanha,20/07/2019,04/10/2019
Caatinga,BAHIA,Carinhanha,12/08/2019,05/10/2019
Caatinga,BAHIA,Coribe,28/03/2018,27/01/2019
Mata Atlântica,BAHIA,Vitória da Conquista,10/12/2020,28/04/2021
Caatinga,BAHIA,Guanambi,14/02/2021,07/03/2021
Caatinga,BAHIA,Ponto Novo,10/10/2020,22/05/2021
Caatinga,BAHIA,Itatim,08/06/2020,22/05/2021
Caatinga,BAHIA,Santa Brígida,06/02/2021,25/05/2021
Caatinga,BAHIA,Jeremoabo,06/02/2021,23/05/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,03/05/2020,25/05/2021
Caatinga,BAHIA,Rio de Contas,14/06/2020,30/05/2021
Caatinga,BAHIA,Ponto Novo,27/03/2021,27/05/2021
Caatinga,BAHIA,Angical,05/05/2021,01/07/2021
Mata Atlântica,BAHIA,Itagi,14/04/2021,13/07/2021
Cerrado,BAHIA,Baianópolis,30/06/2021,30/07/2021
Mata Atlântica,BAHIA,Una,25/03/2021,22/07/2021
Caatinga,BAHIA,Buritirama,14/02/2021,18/08/2021
Caatinga,BAHIA,Irecê,01/01/2021,27/03/2021
Caatinga,BAHIA,Buritirama,02/06/2021,16/06/2021
Caatinga,BAHIA,Riacho de Santana,13/12/2020,27/06/2021
Caatinga,BAHIA,Riacho de Santana,05/05/2021,09/07/2021
Caatinga,BAHIA,Presidente Jânio Quadros,22/07/2020,27/06/2021
Caatinga,BAHIA,Condeúba,07/01/2021,11/05/2021
Caatinga,BAHIA,Santana,26/05/2021,17/08/2021
Caatinga,BAHIA,Jaborandi,07/01/2021,17/06/2021
Cerrado,BAHIA,Barreiras,06/01/2021,05/05/2021
Caatinga,BAHIA,Sebastião Laranjeiras,30/08/2020,25/08/2021
Caatinga,BAHIA,Morro do Chapéu,26/12/2020,29/07/2021
Cerrado,BAHIA,Barreiras,30/07/2021,22/08/2021
Caatinga,BAHIA,Rio do Antônio,02/07/2020,28/07/2021
Caatinga,BAHIA,Botuporã,28/04/2021,16/05/2021
Cerrado,BAHIA,Igaporã,28/03/2021,30/05/2021
Caatinga,BAHIA,Coronel João Sá,29/10/2020,26/06/2021
Caatinga,BAHIA,Tanhaçu,14/02/2021,29/07/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,02/07/2020,29/07/2021
Caatinga,BAHIA,Malhada de Pedras,22/07/2020,29/07/2021
Mata Atlântica,BAHIA,Jandaíra,08/08/2021,11/10/2021
Mata Atlântica,BAHIA,Santa Luzia,16/08/2021,22/09/2021
Mata Atlântica,BAHIA,Dário Meira,03/08/2021,22/09/2021
Mata Atlântica,BAHIA,Presidente Tancredo Neves,22/05/2021,18/09/2021
Cerrado,BAHIA,Santa Rita de Cássia,20/08/2018,31/08/2020
Cerrado,BAHIA,Santa Rita de Cássia,31/07/2021,26/10/2021
Caatinga,BAHIA,Juazeiro,27/05/2021,16/08/2021
Cerrado,BAHIA,Barreiras,13/12/2020,07/08/2021
Caatinga,BAHIA,Carinhanha,24/11/2020,13/12/2020
Caatinga,BAHIA,Ribeira do Amparo,29/07/2021,22/09/2021
Caatinga,BAHIA,Condeúba,18/04/2021,11/08/2021
Mata Atlântica,BAHIA,Ribeirão do Largo,24/05/2021,18/07/2021
Mata Atlântica,BAHIA,Mascote,06/03/2021,23/05/2021
Mata Atlântica,BAHIA,Vitória da Conquista,21/05/2021,12/11/2021
Mata Atlântica,BAHIA,Vitória da Conquista,03/10/2020,06/03/2021
Mata Atlântica,BAHIA,Encruzilhada,12/12/2020,21/06/2021
Caatinga,BAHIA,Caém,29/07/2021,11/11/2021
Caatinga,BAHIA,Utinga,12/05/2021,10/09/2021
Caatinga,BAHIA,Ibicoara,13/04/2021,21/11/2021
Mata Atlântica,BAHIA,Ilhéus,05/10/2021,24/11/2021
Caatinga,BAHIA,Santa Rita de Cássia,09/10/2021,11/11/2021
Cerrado,BAHIA,Barreiras,30/09/2021,12/11/2021
Caatinga,BAHIA,Santa Bárbara,19/08/2021,06/10/2021
Caatinga,BAHIA,Ribeira do Amparo,18/06/2021,22/09/2021
Caatinga,BAHIA,Ituaçu,19/07/2021,29/09/2021
Caatinga,BAHIA,Abaíra,04/10/2020,29/09/2021
Caatinga,BAHIA,Buritirama,17/10/2021,30/10/2021
Caatinga,BAHIA,Buritirama,26/05/2021,13/08/2021
Caatinga,BAHIA,Campo Alegre de Lourdes,11/02/2021,22/09/2021
Caatinga,BAHIA,Santa Rita de Cássia,23/01/2021,26/09/2021
Caatinga,BAHIA,Barra,09/09/2021,17/12/2021
Caatinga,BAHIA,Cícero Dantas,07/05/2021,11/09/2021
Caatinga,BAHIA,Jeremoabo,29/07/2021,05/10/2021
Caatinga,BAHIA,Palmas de Monte Alto,25/07/2021,17/10/2021
Caatinga,BAHIA,Morro do Chapéu,29/05/2021,11/10/2021
Caatinga,BAHIA,Várzea Nova,18/01/2021,10/03/2021
Caatinga,BAHIA,Monte Santo,13/06/2021,02/11/2021
Caatinga,BAHIA,Cordeiros,04/07/2021,28/10/2021
Caatinga,BAHIA,Iramaia,15/07/2020,04/12/2020
Caatinga,BAHIA,Bom Jesus da Lapa,22/09/2021,25/11/2021
Caatinga,BAHIA,Muquém do São Francisco,26/10/2021,18/11/2021
Caatinga,BAHIA,Barra,13/07/2021,04/08/2021
Caatinga,BAHIA,Licínio de Almeida,08/07/2020,20/05/2021
Caatinga,BAHIA,Sebastião Laranjeiras,19/08/2021,13/09/2021
Caatinga,BAHIA,Boquira,20/01/2022,20/03/2022
Caatinga,BAHIA,Caculé,29/03/2021,12/05/2021
Caatinga,BAHIA,Caraíbas,22/06/2021,04/10/2021
Caatinga,BAHIA,Anagé,26/04/2021,22/05/2021
Caatinga,BAHIA,Aracatu,16/09/2021,29/10/2021
Caatinga,BAHIA,Wanderley,12/09/2021,24/11/2021
Cerrado,BAHIA,Tabocas do Brejo Velho,12/11/2021,18/12/2021
Caatinga,BAHIA,Serra Dourada,25/10/2021,15/12/2021
Caatinga,BAHIA,Bom Jesus da Lapa,02/06/2021,16/12/2021
Caatinga,BAHIA,Riacho de Santana,25/11/2021,02/03/2022
Cerrado,BAHIA,Igaporã,30/10/2021,17/12/2021
Cerrado,BAHIA,Igaporã,20/11/2021,17/12/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,25/11/2021,05/01/2022
Cerrado,BAHIA,Correntina,30/08/2020,29/08/2021
Cerrado,BAHIA,Cocos,18/04/2021,10/06/2021
Mata Atlântica,BAHIA,Itororó,08/12/2020,06/03/2021
Cerrado,BAHIA,Barreiras,27/10/2021,12/11/2021
Cerrado,BAHIA,Caetité,07/01/2021,06/12/2021
Cerrado,BAHIA,Pindaí,16/06/2021,06/12/2021
Caatinga,BAHIA,Anagé,27/12/2020,25/11/2021
Mata Atlântica,BAHIA,Porto Seguro,03/08/2021,10/05/2022
Mata Atlântica,BAHIA,Jequié,29/07/2021,30/12/2021
Mata Atlântica,BAHIA,Belmonte,02/08/2021,24/11/2021
Mata Atlântica,BAHIA,São José da Vitória,03/09/2021,30/01/2022
Mata Atlântica,BAHIA,Itamaraju,18/09/2021,19/11/2021
Mata Atlântica,BAHIA,Dário Meira,29/07/2021,20/05/2022
Cerrado,BAHIA,São Desidério,25/11/2021,24/01/2022
Cerrado,BAHIA,São Desidério,25/11/2021,25/02/2022
Caatinga,BAHIA,Casa Nova,30/10/2021,13/01/2022
Cerrado,BAHIA,Tabocas do Brejo Velho,30/08/2021,06/12/2021
Cerrado,BAHIA,Muquém do São Francisco,17/11/2021,14/03/2022
Cerrado,BAHIA,São Desidério,31/03/2022,30/06/2022
Cerrado,BAHIA,Santa Rita de Cássia,20/01/2022,01/07/2022
Mata Atlântica,BAHIA,Itamaraju,17/12/2021,17/05/2022
Mata Atlântica,BAHIA,Jucuruçu,18/09/2021,04/01/2022
Mata Atlântica,BAHIA,Guaratinga,24/02/2022,28/03/2022
Mata Atlântica,BAHIA,Encruzilhada,03/02/2022,14/04/2022
Mata Atlântica,BAHIA,Cândido Sales,31/03/2022,21/05/2022
Mata Atlântica,BAHIA,Cândido Sales,03/02/2022,04/05/2022
Cerrado,BAHIA,Barreiras,17/10/2021,26/05/2022
Cerrado,BAHIA,Caetité,12/02/2021,13/01/2022
Caatinga,BAHIA,Santaluz,19/09/2021,13/01/2022
Caatinga,BAHIA,Contendas do Sincorá,29/09/2021,19/01/2022
Caatinga,BAHIA,Igaporã,04/08/2021,18/09/2021
Caatinga,BAHIA,Paratinga,05/05/2021,22/02/2022
Caatinga,BAHIA,Bom Jesus da Lapa,11/02/2021,09/02/2022
Caatinga,BAHIA,Itapicuru,27/11/2021,15/02/2022
Caatinga,BAHIA,Euclides da Cunha,27/03/2021,13/05/2022
Caatinga,BAHIA,Paratinga,11/09/2021,02/02/2022
Caatinga,BAHIA,Nova Soure,19/09/2021,19/02/2022
Caatinga,BAHIA,Campo Formoso,06/06/2021,09/02/2022
Caatinga,BAHIA,Itaberaba,26/06/2021,28/02/2022
Cerrado,BAHIA,Tanque Novo,27/04/2021,17/12/2021
Cerrado,BAHIA,Igaporã,19/07/2021,21/11/2021
Caatinga,BAHIA,Livramento de Nossa Senhora,10/07/2021,11/02/2022
Cerrado,BAHIA,Macaúbas,25/04/2021,08/06/2021
Caatinga,BAHIA,Jeremoabo,23/11/2021,02/02/2022
Caatinga,BAHIA,Sátiro Dias,28/05/2021,16/02/2022
Caatinga,BAHIA,Riacho de Santana,08/03/2021,18/11/2021
Cerrado,BAHIA,Matina,29/07/2021,06/12/2021
Caatinga,BAHIA,Ibipitanga,30/06/2021,24/02/2022
Caatinga,BAHIA,Palmas de Monte Alto,31/05/2021,12/11/2021
Caatinga,BAHIA,Tucano,29/07/2021,14/04/2022
Cerrado,BAHIA,Riachão das Neves,03/10/2021,01/08/2022
Mata Atlântica,BAHIA,Caatiba,29/12/2020,11/03/2021
Mata Atlântica,BAHIA,Mutuípe,21/01/2022,14/02/2022
Caatinga,BAHIA,Santa Maria da Vitória,19/01/2022,26/03/2022
Cerrado,BAHIA,Catolândia,31/07/2021,21/08/2021
Cerrado,BAHIA,Jaborandi,30/05/2021,30/06/2021
Caatinga,BAHIA,Juazeiro,23/11/2021,07/04/2022
Caatinga,BAHIA,Barra,29/03/2021,30/03/2022
Caatinga,BAHIA,Cícero Dantas,12/10/2021,06/05/2022
Caatinga,BAHIA,Barra,27/07/2021,12/11/2021
Caatinga,BAHIA,Anagé,25/11/2021,12/06/2022
Caatinga,BAHIA,Muquém do São Francisco,16/02/2022,03/04/2022
Caatinga,BAHIA,Mucugê,18/01/2022,03/05/2022
Caatinga,BAHIA,Tanhaçu,07/10/2021,01/04/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,12/01/2022,12/03/2022
Cerrado,BAHIA,Tabocas do Brejo Velho,31/07/2021,30/06/2022
Caatinga,BAHIA,Ipupiara,09/05/2021,30/06/2021
Caatinga,BAHIA,Gentio do Ouro,02/05/2021,30/06/2021
Caatinga,BAHIA,Umburanas,10/03/2021,17/07/2021
